,SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
1432,POWERMECH,Power Mech Projects Limited,EQ,26-AUG-2015,10,1,INE211R01019,10
1433,PPAP,PPAP Automotive Limited,EQ,11-JAN-2008,10,1,INE095I01015,10
1434,PPL,Prakash Pipes Limited,EQ,14-JUN-2019,10,1,INE050001010,10
1435,PPLPHARMA,Piramal Pharma Limited,EQ,19-OCT-2022,10,1,INE0DK501011,10
1436,PRAENG,Prajay Engineers Syndicate Limited,EQ,02-JAN-2007,10,1,INE505C01016,10
1437,PRAJIND,Praj Industries Limited,EQ,11-OCT-1995,2,1,INE074A01025,2
1438,PRAKASH,Prakash Industries Limited,EQ,10-MAY-1995,10,1,INE603A01013,10
1439,PRAKASHSTL,Prakash Steelage Limited,EQ,25-AUG-2010,1,1,INE696K01024,1
1440,PRAXIS,Praxis Home Retail Limited,BE,31-JAN-2018,5,1,INE546Y01022,5
1441,PRECAM,Precision Camshafts Limited,EQ,08-FEB-2016,10,1,INE484I01029,10
1442,PRECOT,Precot Limited,BE,19-AUG-2005,10,1,INE283A01014,10
1443,PRECWIRE,Precision Wires India Limited,EQ,06-SEP-1995,1,1,INE372C01037,1
1444,PREMEXPLN,Premier Explosives Limited,EQ,17-JUN-2016,2,1,INE863B01029,2
1445,PREMIER,Premier Limited,BE,03-APR-1996,10,1,INE342A01018,10
1446,PREMIERENE,Premier Energies Limited,EQ,03-SEP-2024,1,1,INE0BS701011,1
1447,PREMIERPOL,Premier Polyfilm Limited,BE,13-DEC-1995,1,1,INE309M01020,1
1448,PRESTIGE,Prestige Estates Projects Limited,EQ,27-OCT-2010,10,1,INE811K01011,10
1449,PRICOLLTD,Pricol Limited,EQ,10-FEB-2017,1,1,INE726V01018,1
1450,PRIMESECU,Prime Securities Limited,EQ,17-JUN-2005,5,1,INE032B01021,5
1451,PRINCEPIPE,Prince Pipes And Fittings Limited,EQ,30-DEC-2019,10,1,INE689W01016,10
1452,PRITI,Priti International Limited,EQ,02-MAR-2022,10,1,INE974Z01015,10
1453,PRITIKAUTO,Pritika Auto Industries Limited,EQ,10-AUG-2021,2,1,INE583R01029,2
1454,PRIVISCL,Privi Speciality Chemicals Limited,EQ,08-MAY-2015,10,1,INE959A01019,10
1455,PROTEAN,Protean eGov Technologies Limited,EQ,06-FEB-2025,10,1,INE004A01022,10
1456,PROZONER,Prozone Realty Limited,BE,12-SEP-2012,2,1,INE195N01013,2
1457,PRSMJOHNSN,Prism Johnson Limited,EQ,20-AUG-2003,10,1,INE010A01011,10
1458,PRUDENT,Prudent Corporate Advisory Services Limited,EQ,20-MAY-2022,5,1,INE00F201020,5
1459,PRUDMOULI,Prudential Sugar Corporation Limited,BE,10-MAY-1995,10,1,INE024D01016,10
1460,PSB,Punjab & Sind Bank,EQ,30-DEC-2010,10,1,INE608A01012,10
1461,PSPPROJECT,PSP Projects Limited,EQ,29-MAY-2017,10,1,INE488V01015,10
1462,PTC,PTC India Limited,EQ,07-APR-2004,10,1,INE877F01012,10
1463,PTCIL,PTC Industries Limited,EQ,09-JUN-2023,10,1,INE596F01018,10
1464,PTL,PTL Enterprises Limited,EQ,29-JAN-2007,1,1,INE034D01049,1
1465,PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,EQ,08-MAR-2007,10,1,INE277B01014,10
1466,PURVA,Puravankara Limited,EQ,30-AUG-2007,5,1,INE323I01011,5
1467,PVP,PVP Ventures Limited,EQ,03-APR-1996,10,1,INE362A01016,10
1468,PVRINOX,PVR INOX Limited,EQ,04-JAN-2006,10,1,INE191H01014,10
1469,PVSL,Popular Vehicles and Services Limited,EQ,19-MAR-2024,2,1,INE772T01024,2
1470,PYRAMID,Pyramid Technoplast Limited,EQ,29-AUG-2023,10,1,INE0MIS01010,10
1471,QUADFUTURE,Quadrant Future Tek Limited,EQ,14-JAN-2025,10,1,INE0LRY01011,10
1472,QUESS,Quess Corp Limited,EQ,12-JUL-2016,10,1,INE615P01015,10
1473,QUICKHEAL,Quick Heal Technologies Limited,EQ,18-FEB-2016,10,1,INE306L01010,10
1474,QUINTEGRA,Quintegra Solutions Limited,BE,20-DEC-2000,10,1,INE033B01011,10
1475,RACE,Race Eco Chain Limited,EQ,09-MAY-2023,10,1,INE084Q01012,10
1476,RACLGEAR,RACL Geartech Limited,EQ,27-NOV-2024,10,1,INE704B01017,10
1477,RADAAN,Radaan Mediaworks India Limited,BE,27-FEB-2003,2,1,INE874F01027,2
1478,RADHIKAJWE,Radhika Jeweltech Limited,EQ,18-JUL-2022,2,1,INE583V01021,2
1479,RADIANTCMS,Radiant Cash Management Services Limited,EQ,04-JAN-2023,1,1,INE855R01021,1
1480,RADICO,Radico Khaitan Limited,EQ,18-JUN-2003,2,1,INE944F01028,2
1481,RADIOCITY,Music Broadcast Limited,EQ,17-MAR-2017,2,1,INE919I01024,2
1482,RAILTEL,Railtel Corporation Of India Limited,EQ,26-FEB-2021,10,1,INE0DD101019,10
1483,RAIN,Rain Industries Limited,EQ,03-MAR-2008,2,1,INE855B01025,2
1484,RAINBOW,Rainbow Childrens Medicare Limited,EQ,10-MAY-2022,10,1,INE961O01016,10
1485,RAJESHEXPO,Rajesh Exports Limited,EQ,09-FEB-2000,1,1,INE343B01030,1
1486,RAJMET,Rajnandini Metal Limited,EQ,16-FEB-2021,1,1,INE00KV01022,1
1487,RAJRATAN,Rajratan Global Wire Limited,EQ,22-MAY-2020,2,1,INE451D01029,2
1488,RAJRILTD,Raj Rayon Industries Limited,BE,16-MAR-2022,1,1,INE533D01032,1
1489,RAJSREESUG,Rajshree Sugars & Chemicals Limited,EQ,29-MAR-1995,10,1,INE562B01019,10
1490,RAJTV,Raj Television Network Limited,BE,16-MAR-2007,5,1,INE952H01027,5
1491,RAJVIR,Rajvir Industries Limited,BZ,20-SEP-2005,10,1,INE011H01014,10
1492,RALLIS,Rallis India Limited,EQ,01-APR-1999,1,1,INE613A01020,1
1493,RAMANEWS,Shree Rama Newsprint Limited,EQ,20-SEP-2006,10,1,INE278B01020,10
1494,RAMAPHO,Rama Phosphates Limited,EQ,05-AUG-2022,5,1,INE809A01032,5
1495,RAMASTEEL,Rama Steel Tubes Limited,EQ,19-AUG-2015,1,1,INE230R01035,1
1496,RAMCOCEM,The Ramco Cements Limited,EQ,09-APR-1997,1,1,INE331A01037,1
1497,RAMCOIND,Ramco Industries Limited,EQ,06-NOV-1996,1,1,INE614A01028,1
1498,RAMCOSYS,Ramco Systems Limited,EQ,12-APR-2000,10,1,INE246B01019,10
1499,RAMKY,Ramky Infrastructure Limited,EQ,08-OCT-2010,10,1,INE874I01013,10
1500,RAMRAT,Ram Ratna Wires Limited,EQ,29-JUL-2022,5,1,INE207E01023,5
1501,RANASUG,Rana Sugars Limited,EQ,24-FEB-2005,10,1,INE625B01014,10
1502,RANEENGINE,Rane Engine Valve Limited,EQ,24-JUN-2008,10,1,INE222J01013,10
1503,RANEHOLDIN,Rane Holdings Limited,EQ,24-SEP-1997,10,1,INE384A01010,10
1504,RATEGAIN,Rategain Travel Technologies Limited,EQ,17-DEC-2021,1,1,INE0CLI01024,1
1505,RATNAMANI,Ratnamani Metals & Tubes Limited,EQ,09-MAY-2006,2,1,INE703B01027,2
1506,RATNAVEER,Ratnaveer Precision Engineering Limited,EQ,11-SEP-2023,10,1,INE05CZ01011,10
1507,RAYMOND,Raymond Limited,EQ,18-OCT-1995,10,1,INE301A01014,10
1508,RAYMONDLSL,Raymond Lifestyle Limited,EQ,05-SEP-2024,2,1,INE02ID01020,2
1509,RBA,Restaurant Brands Asia Limited,EQ,14-DEC-2020,10,1,INE07T201019,10
1510,RBL,Rane Brake Lining Limited,EQ,20-JUN-2008,10,1,INE244J01017,10
1511,RBLBANK,RBL Bank Limited,EQ,31-AUG-2016,10,1,INE976G01028,10
1512,RBZJEWEL,RBZ Jewellers Limited,EQ,27-DEC-2023,10,1,INE0PEQ01016,10
1513,RCF,Rashtriya Chemicals and Fertilizers Limited,EQ,07-JAN-1998,10,1,INE027A01015,10
1514,RCOM,Reliance Communications Limited,BE,06-MAR-2006,5,1,INE330H01018,5
1515,RECLTD,REC Limited,EQ,12-MAR-2008,10,1,INE020B01018,10
1516,REDINGTON,Redington Limited,EQ,15-FEB-2007,2,1,INE891D01026,2
1517,REDTAPE,Redtape Limited,EQ,11-AUG-2023,2,1,INE0LXT01019,2
1518,REFEX,Refex Industries Limited,BE,03-DEC-2009,2,1,INE056I01025,2
1519,REGENCERAM,Regency Ceramics Limited,BE,05-JUN-1996,10,1,INE277C01012,10
1520,RELAXO,Relaxo Footwears Limited,EQ,17-JUN-2011,1,1,INE131B01039,1
1521,RELCHEMQ,Reliance Chemotex Industries Limited,EQ,25-MAY-2022,10,1,INE750D01016,10
1522,RELIABLE,Reliable Data Services Limited,EQ,10-JUL-2024,10,1,INE375Y01018,10
1523,RELIANCE,Reliance Industries Limited,EQ,29-NOV-1995,10,1,INE002A01018,10
1524,RELIGARE,Religare Enterprises Limited,EQ,21-NOV-2007,10,1,INE621H01010,10
1525,RELINFRA,Reliance Infrastructure Limited,EQ,08-FEB-1995,10,1,INE036A01016,10
1526,RELTD,Ravindra Energy Limited,EQ,30-JUL-2024,10,1,INE206N01018,10
1527,REMSONSIND,Remsons Industries Limited,EQ,31-JAN-1996,2,1,INE474C01023,2
1528,RENUKA,Shree Renuka Sugars Limited,EQ,31-OCT-2005,1,1,INE087H01022,1
1529,REPCOHOME,Repco Home Finance Limited,EQ,01-APR-2013,10,1,INE612J01015,10
1530,REPL,Rudrabhishek Enterprises Limited,BE,14-DEC-2020,10,1,INE364Z01019,10
1531,REPRO,Repro India Limited,EQ,22-DEC-2005,10,1,INE461B01014,10
1532,RESPONIND,Responsive Industries Limited,EQ,29-OCT-2010,1,1,INE688D01026,1
1533,RETAIL,JHS Svendgaard Retail Ventures Limited,EQ,26-JUN-2024,10,1,INE03DD01011,10
1534,RGL,Renaissance Global Limited,EQ,12-DEC-2007,2,1,INE722H01024,2
1535,RHFL,Reliance Home Finance Limited,BE,22-SEP-2017,10,1,INE217K01011,10
1536,RHIM,RHI MAGNESITA INDIA LIMITED,EQ,12-MAR-2012,1,1,INE743M01012,1
1537,RHL,Robust Hotels Limited,BE,25-APR-2023,10,1,INE508K01013,10
1538,RICOAUTO,Rico Auto Industries Limited,EQ,12-MAY-2003,1,1,INE209B01025,1
1539,RIIL,Reliance Industrial Infrastructure Limited,EQ,29-NOV-1995,10,1,INE046A01015,10
1540,RISHABH,Rishabh Instruments Limited,EQ,11-SEP-2023,10,1,INE0N2P01017,10
1541,RITCO,Ritco Logistics Limited,EQ,12-APR-2022,10,1,INE01EG01016,10
1542,RITES,RITES Limited,EQ,02-JUL-2018,10,1,INE320J01015,10
1543,RKDL,Ravi Kumar Distilleries Limited,EQ,27-DEC-2010,10,1,INE722J01012,10
1544,RKEC,RKEC Projects Limited,EQ,18-DEC-2020,10,1,INE786W01010,10
1545,RKFORGE,Ramkrishna Forgings Limited,EQ,05-MAY-2004,2,1,INE399G01023,2
1546,RKSWAMY,R K Swamy Limited,EQ,12-MAR-2024,5,1,INE0NQ801033,5
1547,RML,Rane (Madras) Limited,EQ,30-AUG-2005,10,1,INE050H01012,10
1548,ROHLTD,Royal Orchid Hotels Limited,EQ,06-FEB-2006,10,1,INE283H01019,10
1549,ROLEXRINGS,Rolex Rings Limited,EQ,09-AUG-2021,10,1,INE645S01016,10
1550,ROLLT,Rollatainers Limited,BE,22-NOV-2016,1,1,INE927A01040,1
1551,ROLTA,Rolta India Limited,BZ,01-MAR-1995,10,1,INE293A01013,10
1552,ROML,Raj Oil Mills Limited,EQ,06-OCT-2020,10,1,INE294G01026,10
1553,ROSSARI,Rossari Biotech Limited,EQ,23-JUL-2020,2,1,INE02A801020,2
1554,ROSSELLIND,Rossell India Limited,BE,25-SEP-2012,2,1,INE847C01020,2
1555,ROSSTECH,Rossell Techsys Limited,EQ,09-DEC-2024,2,1,INE0OJW01016,2
1556,ROTO,Roto Pumps Limited,EQ,21-APR-2022,1,1,INE535D01037,1
1557,ROUTE,ROUTE MOBILE LIMITED,EQ,21-SEP-2020,10,1,INE450U01017,10
1558,RPEL,Raghav Productivity Enhancers Limited,EQ,08-AUG-2024,10,1,INE912T01018,10
1559,RPGLIFE,RPG Life Sciences Limited,EQ,10-JUN-2008,8,1,INE105J01010,8
1560,RPOWER,Reliance Power Limited,EQ,11-FEB-2008,10,1,INE614G01033,10
1561,RPPINFRA,R.P.P. Infra Projects Limited,BE,06-DEC-2010,10,1,INE324L01013,10
1562,RPPL,Rajshree Polypack Limited,EQ,26-NOV-2021,5,1,INE760W01023,5
1563,RPSGVENT,RPSG VENTURES LIMITED,EQ,25-JAN-2019,10,1,INE425Y01011,10
1564,RPTECH,Rashi Peripherals Limited,EQ,14-FEB-2024,5,1,INE0J1F01024,5
1565,RRKABEL,R R Kabel Limited,EQ,20-SEP-2023,5,1,INE777K01022,5
1566,RSSOFTWARE,R. S. Software (India) Limited,BE,19-MAY-1999,5,1,INE165B01029,5
1567,RSWM,RSWM Limited,EQ,15-FEB-1995,10,1,INE611A01016,10
1568,RSYSTEMS,R Systems International Limited,EQ,26-APR-2006,1,1,INE411H01032,1
1569,RTNINDIA,RattanIndia Enterprises Limited,EQ,30-JUL-2012,2,1,INE834M01019,2
1570,RTNPOWER,RattanIndia Power Limited,EQ,30-OCT-2009,10,1,INE399K01017,10
1571,RUBFILA,Rubfila International Limited,EQ,08-AUG-2024,5,1,INE642C01025,5
1572,RUBYMILLS,The Ruby Mills Limited,EQ,29-MAR-1995,5,1,INE301D01026,5
1573,RUCHINFRA,Ruchi Infrastructure Limited,EQ,16-OCT-1996,1,1,INE413B01023,1
1574,RUCHIRA,Ruchira Papers Limited,EQ,20-DEC-2006,10,1,INE803H01014,10
1575,RUPA,Rupa & Company Limited,EQ,07-DEC-2011,1,1,INE895B01021,1
1576,RUSHIL,Rushil Decor Limited,EQ,07-JUL-2011,1,1,INE573K01025,1
1577,RUSTOMJEE,Keystone Realtors Limited,EQ,24-NOV-2022,10,1,INE263M01029,10
1578,RVHL,Ravinder Heights Limited,BE,18-DEC-2020,1,1,INE09E501017,1
1579,RVNL,Rail Vikas Nigam Limited,EQ,11-APR-2019,10,1,INE415G01027,10
1580,RVTH,Revathi Equipment India Limited,EQ,11-SEP-2024,10,1,INE0DAB01012,10
1581,S&SPOWER,S&S Power Switchgears Limited,EQ,27-SEP-1995,10,1,INE902B01017,10
1582,SABEVENTS,Sab Events & Governance Now Media Limited,BE,15-SEP-2016,10,1,INE860T01019,10
1583,SABTNL,Sri Adhikari Brothers Television Network Limited,BE,01-APR-2024,10,1,INE416A01044,10
1584,SADBHAV,Sadbhav Engineering Limited,BE,01-MAR-2006,1,1,INE226H01026,1
1585,SADBHIN,Sadbhav Infrastructure Project Limited,EQ,16-SEP-2015,10,1,INE764L01010,10
1586,SADHNANIQ,Sadhana Nitrochem Limited,EQ,05-MAY-2023,1,1,INE888C01040,1
1587,SAFARI,Safari Industries (India) Limited,EQ,12-SEP-2019,2,1,INE429E01023,2
1588,SAGARDEEP,Sagardeep Alloys Limited,EQ,25-JAN-2019,10,1,INE976T01013,10
1589,SAGCEM,Sagar Cements Limited,EQ,29-JAN-2007,2,1,INE229C01021,2
1590,SAGILITY,Sagility India Limited,BE,12-NOV-2024,10,1,INE0W2G01015,10
1591,SAH,Sah Polymers Limited,EQ,12-JAN-2023,10,1,INE035801013,10
1592,SAHYADRI,Sahyadri Industries Limited,EQ,06-APR-2023,10,1,INE280H01015,10
1593,SAIL,Steel Authority of India Limited,EQ,06-JUL-1995,10,1,INE114A01011,10
1594,SAILIFE,Sai Life Sciences Limited,EQ,18-DEC-2024,1,1,INE570L01029,1
1595,SAKAR,Sakar Healthcare Limited,EQ,11-APR-2019,10,1,INE732S01012,10
1596,SAKHTISUG,Sakthi Sugars Limited,EQ,06-SEP-1995,10,1,INE623A01011,10
1597,SAKSOFT,Saksoft Limited,EQ,09-MAY-2005,1,1,INE667G01023,1
1598,SAKUMA,Sakuma Exports Limited,BE,08-MAR-2006,1,1,INE190H01024,1
1599,SALASAR,Salasar Techno Engineering Limited,EQ,25-JUL-2017,1,1,INE170V01027,1
1600,SALONA,Salona Cotspin Limited,EQ,16-JUN-2016,10,1,INE498E01010,10
1601,SALSTEEL,S.A.L. Steel Limited,EQ,24-NOV-2004,10,1,INE658G01014,10
1602,SALZERELEC,Salzer Electronics Limited,EQ,02-DEC-2015,10,1,INE457F01013,10
1603,SAMBHAAV,Sambhaav Media Limited,BE,05-JUN-1996,1,1,INE699B01027,1
1604,SAMHI,Samhi Hotels Limited,EQ,22-SEP-2023,1,1,INE08U801020,1
1605,SAMMAANCAP,Sammaan Capital Limited,EQ,23-JUL-2013,2,1,INE148I01020,2
1606,SAMPANN,Sampann Utpadan India Limited,BE,27-JUL-2012,10,1,INE735M01018,10
1607,SANATHAN,Sanathan Textiles Limited,EQ,27-DEC-2024,10,1,INE0JPD01013,10
1608,SANCO,Sanco Industries Limited,BZ,22-NOV-2016,10,1,INE782L01012,10
1609,SANDESH,The Sandesh Limited,EQ,26-NOV-2002,10,1,INE583B01015,10
1610,SANDHAR,Sandhar Technologies Limited,EQ,02-APR-2018,10,1,INE278H01035,10
1611,SANDUMA,Sandur Manganese & Iron Ores Limited,EQ,07-SEP-2023,10,1,INE149K01016,10
1612,SANGAMIND,Sangam (India) Limited,EQ,17-JUL-1996,10,1,INE495C01010,10
1613,SANGHIIND,Sanghi Industries Limited,EQ,10-MAY-1995,10,1,INE999B01013,10
1614,SANGHVIMOV,Sanghvi Movers Limited,EQ,24-JAN-2007,1,1,INE989A01032,1
1615,SANGINITA,Sanginita Chemicals Limited,EQ,15-JUL-2019,10,1,INE753W01010,10
1616,SANOFI,Sanofi India Limited,EQ,19-MAY-2003,10,1,INE058A01010,10
1617,SANOFICONR,Sanofi Consumer Healthcare India Limited,EQ,13-SEP-2024,10,1,INE0UOS01011,10
1618,SANSERA,Sansera Engineering Limited,EQ,24-SEP-2021,2,1,INE953O01021,2
1619,SANSTAR,Sanstar Limited,EQ,26-JUL-2024,2,1,INE08NE01025,2
1620,SANWARIA,Sanwaria Consumer Limited,BZ,27-MAR-2006,1,1,INE890C01046,1
1621,SAPPHIRE,Sapphire Foods India Limited,EQ,18-NOV-2021,2,1,INE806T01020,2
1622,SARDAEN,Sarda Energy & Minerals Limited,EQ,03-DEC-2009,1,1,INE385C01021,1
1623,SAREGAMA,Saregama India Limited,EQ,30-JUL-1997,1,1,INE979A01025,1
1624,SARLAPOLY,Sarla Performance Fibers Limited,BE,19-JAN-2007,1,1,INE453D01025,1
1625,SARVESHWAR,Sarveshwar Foods Limited,EQ,08-DEC-2022,1,1,INE324X01026,1
1626,SASKEN,Sasken Technologies Limited,EQ,09-SEP-2005,10,1,INE231F01020,10
1627,SASTASUNDR,Sastasundar Ventures Limited,EQ,05-OCT-2010,10,1,INE019J01013,10
1628,SATIA,Satia Industries Limited,EQ,17-JUL-2019,1,1,INE170E01023,1
1629,SATIN,Satin Creditcare Network Limited,EQ,26-AUG-2015,10,1,INE836B01017,10
1630,SATINDLTD,Sat Industries Limited,EQ,21-NOV-2022,2,1,INE065D01027,2
1631,SAURASHCEM,Saurashtra Cement Limited,EQ,27-FEB-2024,10,1,INE626A01014,10
1632,SBC,SBC Exports Limited,EQ,23-NOV-2021,1,1,INE04AK01028,1
1633,SBCL,Shivalik Bimetal Controls Limited,EQ,24-JUN-2021,2,1,INE386D01027,2
1634,SBFC,SBFC Finance Limited,EQ,16-AUG-2023,10,1,INE423Y01016,10
1635,SBGLP,Suratwwala Business Group Limited,EQ,10-FEB-2023,1,1,INE05ST01028,1
1636,SBICARD,SBI Cards and Payment Services Limited,EQ,16-MAR-2020,10,1,INE018E01016,10
1637,SBILIFE,SBI Life Insurance Company Limited,EQ,03-OCT-2017,10,1,INE123W01016,10
1638,SBIN,State Bank of India,EQ,01-MAR-1995,1,1,INE062A01020,1
1639,SCHAEFFLER,Schaeffler India Limited,EQ,29-NOV-2000,2,1,INE513A01022,2
1640,SCHAND,S Chand And Company Limited,EQ,09-MAY-2017,5,1,INE807K01035,5
1641,SCHNEIDER,Schneider Electric Infrastructure Limited,EQ,20-MAR-2012,2,1,INE839M01018,2
1642,SCI,Shipping Corporation Of India Limited,EQ,13-AUG-1997,10,1,INE109A01011,10
1643,SCILAL,Shipping Corporation of India Land and Assets Limited,EQ,19-MAR-2024,10,1,INE0PB301013,10
1644,SCPL,Sheetal Cool Products Limited,EQ,22-NOV-2022,10,1,INE501Y01019,10
1645,SDBL,Som Distilleries & Breweries Limited,EQ,18-MAR-2014,2,1,INE480C01038,2
1646,SEAMECLTD,Seamec Limited,EQ,28-JUN-1995,10,1,INE497B01018,10
1647,SECMARK,SecMark Consultancy Limited,EQ,16-OCT-2023,10,1,INE0BTM01013,10
1648,SECURCRED,SecUR Credentials Limited,BZ,17-OCT-2022,10,1,INE195Y01010,10
1649,SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,EQ,29-JAN-2014,5,1,INE650K01021,5
1650,SEJALLTD,Sejal Glass Limited,EQ,13-DEC-2021,10,1,INE955I01044,10
1651,SELAN,Selan Exploration Technology Limited,EQ,26-SEP-2006,10,1,INE818A01017,10
1652,SELMC,SEL Manufacturing Company Limited,EQ,26-OCT-2021,10,1,INE105I01020,10
1653,SEMAC,SEMAC CONSULTANTS LIMITED,BE,11-AUG-2005,10,1,INE617A01013,10
1654,SENCO,Senco Gold Limited,EQ,14-JUL-2023,5,1,INE602W01027,5
1655,SENORES,Senores Pharmaceuticals Limited,EQ,30-DEC-2024,10,1,INE0RB801010,10
1656,SEPC,SEPC Limited,EQ,20-FEB-2008,10,1,INE964H01014,10
1657,SEQUENT,Sequent Scientific Limited,EQ,10-MAR-2016,2,1,INE807F01027,2
1658,SERVOTECH,Servotech Renewable Power System Limited,EQ,02-SEP-2021,1,1,INE782X01033,1
1659,SESHAPAPER,Seshasayee Paper and Boards Limited,EQ,29-MAR-1995,2,1,INE630A01024,2
1660,SETCO,Setco Automotive Limited,BE,01-JUL-2016,2,1,INE878E01021,2
1661,SETUINFRA,Setubandhan Infrastructure Limited,BZ,04-OCT-2011,1,1,INE023M01027,1
1662,SEYAIND,Seya Industries Limited,BE,11-JUL-2019,10,1,INE573R01012,10
1663,SFL,Sheela Foam Limited,EQ,09-DEC-2016,5,1,INE916U01025,5
1664,SGIL,Synergy Green Industries Limited,BE,28-JUL-2021,10,1,INE00QT01015,10
1665,SGL,STL Global Limited,EQ,10-APR-2006,10,1,INE353H01010,10
1666,SGLTL,Standard Glass Lining Technology Limited,EQ,13-JAN-2025,10,1,INE0M4D01010,10
1667,SHAH,Shah Metacorp Limited,EQ,27-OCT-2010,1,1,INE482J01021,1
1668,SHAHALLOYS,Shah Alloys Limited,EQ,16-JUN-2005,10,1,INE640C01011,10
1669,SHAILY,Shaily Engineering Plastics Limited,BE,04-APR-2022,2,1,INE151G01028,2
1670,SHAKTIPUMP,Shakti Pumps (India) Limited,BE,29-JAN-2015,10,1,INE908D01010,10
1671,SHALBY,Shalby Limited,EQ,15-DEC-2017,10,1,INE597J01018,10
1672,SHALPAINTS,Shalimar Paints Limited,EQ,03-MAR-2008,2,1,INE849C01026,2
1673,SHANKARA,Shankara Building Products Limited,EQ,05-APR-2017,10,1,INE274V01019,10
1674,SHANTI,Shanti Overseas (India) Limited,EQ,16-SEP-2021,10,1,INE933X01016,10
1675,SHANTIGEAR,Shanthi Gears Limited,EQ,17-JAN-1996,1,1,INE631A01022,1
1676,SHARDACROP,Sharda Cropchem Limited,EQ,23-SEP-2014,10,1,INE221J01015,10
1677,SHARDAMOTR,Sharda Motor Industries Limited,EQ,03-SEP-2015,2,1,INE597I01028,2
1678,SHAREINDIA,Share India Securities Limited,EQ,21-SEP-2020,2,1,INE932X01026,2
1679,SHEKHAWATI,Shekhawati Industries Limited,BE,12-JAN-2011,10,1,INE268L01046,10
1680,SHEMAROO,Shemaroo Entertainment Limited,EQ,01-OCT-2014,10,1,INE363M01019,10
1681,SHILPAMED,Shilpa Medicare Limited,EQ,03-DEC-2009,1,1,INE790G01031,1
1682,SHIVALIK,Shivalik Rasayan Limited,EQ,09-DEC-2021,5,1,INE788J01021,5
1683,SHIVAMAUTO,Shivam Autotech Limited,EQ,21-NOV-2006,2,1,INE637H01024,2
1684,SHIVAMILLS,Shiva Mills Limited,EQ,26-FEB-2018,10,1,INE644Y01017,10
1685,SHIVATEX,Shiva Texyarn Limited,EQ,26-DEC-2017,10,1,INE705C01020,10
1686,SHK,S H Kelkar and Company Limited,EQ,16-NOV-2015,10,1,INE500L01026,10
1687,SHOPERSTOP,Shoppers Stop Limited,EQ,23-MAY-2005,5,1,INE498B01024,5
1688,SHRADHA,Shradha Infraprojects Limited,BE,22-OCT-2020,2,1,INE715Y01031,2
1689,SHREDIGCEM,Shree Digvijay Cement Co.Ltd,EQ,28-JAN-2020,10,1,INE232A01011,10
1690,SHREECEM,SHREE CEMENT LIMITED,EQ,26-APR-1995,10,1,INE070A01015,10
1691,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,EQ,10-SEP-2015,10,1,INE712K01011,10
1692,SHREERAMA,Shree Rama Multi-Tech Limited,BE,13-MAR-2000,5,1,INE879A01019,5
1693,SHRENIK,Shrenik Limited,EQ,02-AUG-2019,1,1,INE632X01030,1
1694,SHREYANIND,Shreyans Industries Limited,EQ,06-NOV-1996,10,1,INE231C01019,10
1695,SHRIPISTON,Shriram Pistons & Rings Limited,EQ,02-JUN-2016,10,1,INE526E01018,10
1696,SHRIRAMFIN,Shriram Finance Limited,EQ,11-DEC-1996,2,1,INE721A01047,2
1697,SHRIRAMPPS,Shriram Properties Limited,EQ,20-DEC-2021,10,1,INE217L01019,10
1698,SHYAMCENT,Shyam Century Ferrous Limited,EQ,28-JUL-2015,1,1,INE979R01011,1
1699,SHYAMMETL,Shyam Metalics and Energy Limited,EQ,24-JUN-2021,10,1,INE810G01011,10
1700,SHYAMTEL,Shyam Telecom Limited,BE,06-NOV-2006,10,1,INE635A01023,10
1701,SICALLOG,Sical Logistics Limited,BE,12-OCT-2023,10,1,INE075B01020,10
1702,SIEMENS,Siemens Limited,EQ,06-SEP-1995,2,1,INE003A01024,2
1703,SIGACHI,Sigachi Industries Limited,EQ,15-NOV-2021,1,1,INE0D0K01022,1
1704,SIGIND,Signet Industries Limited,EQ,29-AUG-2018,10,1,INE529F01035,10
1705,SIGMA,Sigma Solve Limited,EQ,09-JUN-2023,10,1,INE0A0S01010,10
1706,SIGNATURE,Signatureglobal (India) Limited,EQ,27-SEP-2023,1,1,INE903U01023,1
1707,SIGNPOST,Signpost India Limited,BE,14-FEB-2024,2,1,INE0KGZ01021,2
1708,SIKKO,Sikko Industries Limited,EQ,22-OCT-2021,10,1,INE112X01017,10
1709,SIL,Standard Industries Limited,EQ,27-JAN-2004,5,1,INE173A01025,5
1710,SILGO,Silgo Retail Limited,EQ,03-MAR-2021,10,1,INE01II01013,10
1711,SILINV,SIL Investments Limited,EQ,22-MAY-1996,10,1,INE923A01015,10
1712,SILLYMONKS,Silly Monks Entertainment Limited,EQ,08-JUL-2020,10,1,INE203Y01012,10
1713,SILVERTUC,Silver Touch Technologies Limited,EQ,12-MAY-2022,10,1,INE625X01018,10
1714,SIMBHALS,Simbhaoli Sugars Limited,BE,14-MAR-2016,10,1,INE748T01016,10
1715,SIMPLEXINF,Simplex Infrastructures Limited,BE,09-MAR-2004,2,1,INE059B01024,2
